Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,505213,-,-,-,37.97,-104.18,-7,1433,-7,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Relative Humidity,Temperature,GHI,DNI,Cloud Type,Pressure,Wind Speed
2019,1,1,0,30,53.15,-11.5,0,0,7,855,4
2019,1,1,1,30,55.14,-11.8,0,0,7,856,3.6
2019,1,1,2,30,57.28,-12.200000000000001,0,0,7,856,3.1
2019,1,1,3,30,58.21,-12.4,0,0,7,855,2.4000000000000004
2019,1,1,4,30,58.68,-12.5,0,0,7,855,1.8
2019,1,1,5,30,58.18,-12.4,0,0,8,855,1.4000000000000001
2019,1,1,6,30,57.07,-12.200000000000001,0,0,8,855,1.2000000000000002
2019,1,1,7,30,55.59,-11.8,14,0,8,855,1.2000000000000002
2019,1,1,8,30,54.51,-11.200000000000001,138,214,8,855,1.3
2019,1,1,9,30,51.47,-10,83,10,8,855,1.4000000000000001
2019,1,1,10,30,48.43,-8.4,72,2,8,854,1.6
2019,1,1,11,30,45.75,-6.6000000000000005,95,0,4,852,1.8
2019,1,1,12,30,44.42,-5.1000000000000005,124,0,4,851,1.9000000000000001
2019,1,1,13,30,43.61,-3.9000000000000004,60,0,4,850,2.1
2019,1,1,14,30,45.480000000000004,-3.7,41,0,4,850,2.1
2019,1,1,15,30,50.89,-4.7,195,738,0,850,2
2019,1,1,16,30,57.84,-6.4,31,287,0,851,1.8
2019,1,1,17,30,62.07,-7.800000000000001,0,0,0,851,1.4000000000000001
2019,1,1,18,30,66.55,-8.9,0,0,0,851,0.8
2019,1,1,19,30,69.87,-9.600000000000001,0,0,0,852,0.5
2019,1,1,20,30,71.21000000000001,-10.100000000000001,0,0,0,852,0.5
2019,1,1,21,30,70.85000000000001,-10.4,0,0,0,852,0.30000000000000004
2019,1,1,22,30,70.31,-10.600000000000001,0,0,0,852,0.4
2019,1,1,23,30,69.48,-10.600000000000001,0,0,0,852,0.9
2019,1,2,0,30,68.04,-10.4,0,0,0,852,1.4000000000000001
2019,1,2,1,30,66.1,-10.100000000000001,0,0,0,852,1.8
2019,1,2,2,30,64.43,-9.9,0,0,0,852,2.2
2019,1,2,3,30,62.09,-9.600000000000001,0,0,0,851,2.4000000000000004
2019,1,2,4,30,59.980000000000004,-9.3,0,0,0,851,2.6
2019,1,2,5,30,58.9,-9.200000000000001,0,0,0,852,2.8000000000000003
2019,1,2,6,30,56.97,-8.9,0,0,0,852,3
2019,1,2,7,30,49.9,-7,31,324,0,852,3.6
2019,1,2,8,30,42.17,-3.7,187,627,0,853,3.8000000000000003
2019,1,2,9,30,35.43,-0.30000000000000004,360,917,0,853,3.2
2019,1,2,10,30,30.310000000000002,2.6,482,977,0,852,2.5
2019,1,2,11,30,28.310000000000002,4.3,546,1003,0,851,2
2019,1,2,12,30,27.27,4.9,546,1004,0,850,1.7000000000000002
2019,1,2,13,30,26.740000000000002,5,484,979,0,850,1.5
2019,1,2,14,30,28.34,4.1000000000000005,365,918,0,850,1
2019,1,2,15,30,45.79,1.9000000000000001,202,788,0,850,0.6000000000000001
2019,1,2,16,30,41.18,0.1,36,383,0,850,0.4
2019,1,2,17,30,37.82,-0.4,0,0,0,850,0.5
2019,1,2,18,30,38.49,-1,0,0,0,851,1
2019,1,2,19,30,41.86,-1.7000000000000002,0,0,0,851,1.4000000000000001
2019,1,2,20,30,42.62,-2,0,0,0,851,1.5
2019,1,2,21,30,41.54,-2.2,0,0,0,851,1.5
2019,1,2,22,30,40.06,-2.6,0,0,4,851,1.6
2019,1,2,23,30,38.83,-3.2,0,0,0,850,1.8
2019,1,3,0,30,38.480000000000004,-3.7,0,0,0,850,1.9000000000000001
2019,1,3,1,30,38.45,-4.1000000000000005,0,0,0,850,2
2019,1,3,2,30,38.83,-4.4,0,0,0,850,2.1
2019,1,3,3,30,39.06,-4.5,0,0,0,850,2.3000000000000003
2019,1,3,4,30,39.300000000000004,-4.5,0,0,0,850,2.3000000000000003
2019,1,3,5,30,39.300000000000004,-4.4,0,0,0,850,2.3000000000000003
2019,1,3,6,30,38.59,-4.1000000000000005,0,0,0,851,2.4000000000000004
2019,1,3,7,30,34.43,-2.2,31,325,0,851,2.8000000000000003
2019,1,3,8,30,32.660000000000004,1.2000000000000002,195,782,0,851,3.5
2019,1,3,9,30,26.990000000000002,4.4,356,916,0,851,3.4000000000000004
2019,1,3,10,30,23.1,6.9,472,967,0,850,2.7
2019,1,3,11,30,20.06,8.6,535,993,0,849,2.5
2019,1,3,12,30,20.48,9.4,537,994,0,849,2.4000000000000004
2019,1,3,13,30,22.56,9.600000000000001,472,962,0,848,1.7000000000000002
2019,1,3,14,30,35.67,8.700000000000001,356,903,0,848,0.6000000000000001
2019,1,3,15,30,39.22,6.9,199,773,0,849,0.30000000000000004
2019,1,3,16,30,34.300000000000004,5.2,37,376,0,849,0.7000000000000001
2019,1,3,17,30,35.92,4.2,0,0,0,850,1.1
2019,1,3,18,30,38.62,3.6,0,0,0,850,1.4000000000000001
2019,1,3,19,30,42.050000000000004,3,0,0,0,850,1.6
2019,1,3,20,30,46.11,2.5,0,0,0,850,1.9000000000000001
2019,1,3,21,30,51.13,1.9000000000000001,0,0,0,850,2.3000000000000003
2019,1,3,22,30,55.480000000000004,1.5,0,0,0,850,2.9000000000000004
2019,1,3,23,30,57.65,1.4000000000000001,0,0,0,850,3.5
2019,1,4,0,30,57.78,1.4000000000000001,0,0,0,850,3.8000000000000003
2019,1,4,1,30,57.51,1.3,0,0,0,850,4
2019,1,4,2,30,56.31,1.4000000000000001,0,0,0,850,3.7
2019,1,4,3,30,56.13,1.3,0,0,0,850,3.4000000000000004
2019,1,4,4,30,55.49,1.3,0,0,0,850,3.3000000000000003
2019,1,4,5,30,54.980000000000004,1.3,0,0,0,850,3.3000000000000003
2019,1,4,6,30,53.31,1.6,0,0,0,850,3.5
2019,1,4,7,30,47.72,3.2,29,308,0,851,3.9000000000000004
2019,1,4,8,30,42.410000000000004,6.1000000000000005,187,755,0,851,3.9000000000000004
2019,1,4,9,30,38.2,9,344,890,0,851,3.2
2019,1,4,10,30,32.64,11.4,460,951,0,851,2.3000000000000003
2019,1,4,11,30,29.42,12.9,523,975,0,850,1.6
2019,1,4,12,30,28.43,13.4,525,974,0,850,1.4000000000000001
2019,1,4,13,30,30.32,12.8,461,905,0,849,1.1
2019,1,4,14,30,48.97,10.3,353,879,0,850,0.9
2019,1,4,15,30,56.01,7.1000000000000005,197,744,0,850,1.1
2019,1,4,16,30,50.93,5,37,342,0,851,1.2000000000000002
2019,1,4,17,30,50.77,4.3,0,0,0,851,1.2000000000000002
2019,1,4,18,30,51.22,4.2,0,0,0,851,1.1
2019,1,4,19,30,51.6,4.1000000000000005,0,0,0,851,1.2000000000000002
2019,1,4,20,30,54.19,3.4000000000000004,0,0,0,851,1.5
2019,1,4,21,30,57.620000000000005,2.6,0,0,0,851,1.8
2019,1,4,22,30,59.45,2.2,0,0,0,851,2.3000000000000003
2019,1,4,23,30,60.61,1.9000000000000001,0,0,0,851,2.7
2019,1,5,0,30,60.67,1.7000000000000002,0,0,0,851,3.1
2019,1,5,1,30,59.38,1.6,0,0,0,851,3.4000000000000004
