Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,505213,-,-,-,37.97,-104.18,-7,1433,-7,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Relative Humidity,Temperature,GHI,DNI,Cloud Type,Pressure,Wind Speed
2014,1,1,0,30,68.52,0.8,0,0,7,848,4.1000000000000005
2014,1,1,1,30,68.14,0.6000000000000001,0,0,4,848,4.5
2014,1,1,2,30,66.72,0.5,0,0,4,848,4.9
2014,1,1,3,30,63.85,0.7000000000000001,0,0,4,847,5.4
2014,1,1,4,30,61.33,1,0,0,4,848,5.5
2014,1,1,5,30,60.15,1.1,0,0,8,848,5.1000000000000005
2014,1,1,6,30,60.29,0.8,0,0,4,849,4.9
2014,1,1,7,30,55.49,1.5,9,0,4,850,5
2014,1,1,8,30,47.22,3.7,138,115,4,851,5.2
2014,1,1,9,30,42.44,6,267,302,7,853,5.5
2014,1,1,10,30,40.84,7.300000000000001,445,587,3,853,5.800000000000001
2014,1,1,11,30,38.6,7.7,243,12,3,853,5.7
2014,1,1,12,30,36.5,7.6000000000000005,523,956,0,852,5.300000000000001
2014,1,1,13,30,35.58,7.2,463,929,0,853,5.1000000000000005
2014,1,1,14,30,37.45,6,347,863,0,853,4.9
2014,1,1,15,30,44.77,3.6,130,41,4,854,4.2
2014,1,1,16,30,56.76,0.8,17,0,4,856,3.5
2014,1,1,17,30,63.74,-1.1,0,0,4,857,2.9000000000000004
2014,1,1,18,30,70.13,-2.6,0,0,4,859,2.1
