Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,505213,-,-,-,37.97,-104.18,-7,1433,-7,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Relative Humidity,Temperature,GHI,DNI,Cloud Type,Pressure,Wind Speed
2015,1,1,0,30,56.120000000000005,-8,0,0,7,853,1
2015,1,1,1,30,54.29,-8,0,0,7,852,0.9
2015,1,1,2,30,53.21,-8.1,0,0,7,852,0.9
2015,1,1,3,30,51.01,-7.9,0,0,7,851,0.9
2015,1,1,4,30,48.33,-7.5,0,0,7,850,0.7000000000000001
2015,1,1,5,30,46.99,-7.300000000000001,0,0,1,850,0.4
2015,1,1,6,30,46.03,-7.1000000000000005,0,0,4,850,0.30000000000000004
2015,1,1,7,30,44.49,-6.300000000000001,15,0,7,850,0.6000000000000001
2015,1,1,8,30,39.62,-4.5,7,0,7,850,0.9
2015,1,1,9,30,34.11,-2.7,24,0,4,850,0.8
2015,1,1,10,30,33.94,-1.3,129,0,4,849,1
2015,1,1,11,30,35.61,-0.2,145,0,4,848,1.9000000000000001
2015,1,1,12,30,37.300000000000004,0.30000000000000004,538,959,0,848,2.6
2015,1,1,13,30,38.44,0.4,479,944,0,848,2.8000000000000003
2015,1,1,14,30,41.27,-0.2,359,878,0,848,2.6
2015,1,1,15,30,46.89,-2.1,197,734,0,849,2.1
2015,1,1,16,30,51.93,-4.1000000000000005,32,335,1,849,1.6
2015,1,1,17,30,51.43,-5,0,0,1,850,1.2000000000000002
2015,1,1,18,30,52.28,-5.6000000000000005,0,0,1,851,0.7000000000000001
2015,1,1,19,30,55.96,-6.300000000000001,0,0,0,851,0.4
2015,1,1,20,30,58.18,-6.7,0,0,0,851,0.5
2015,1,1,21,30,60.61,-7,0,0,0,851,0.7000000000000001
2015,1,1,22,30,61.95,-7.2,0,0,1,851,0.9
2015,1,1,23,30,64.06,-7.5,0,0,1,851,1
2015,1,2,0,30,65.98,-7.7,0,0,0,851,1.1
2015,1,2,1,30,67.05,-7.7,0,0,1,851,1.1
2015,1,2,2,30,67.77,-7.7,0,0,0,851,1.2000000000000002
2015,1,2,3,30,68.33,-7.7,0,0,4,851,1.4000000000000001
2015,1,2,4,30,68.96000000000001,-7.800000000000001,0,0,1,851,1.5
2015,1,2,5,30,69.54,-8,0,0,1,851,1.6
2015,1,2,6,30,67.55,-7.800000000000001,0,0,1,852,1.7000000000000002
2015,1,2,7,30,57.35,-5.800000000000001,30,323,1,852,2.2
2015,1,2,8,30,49.2,-2.5,192,726,0,852,2.5
2015,1,2,9,30,43.11,0.5,355,874,0,852,2.1
2015,1,2,10,30,40.24,2.8000000000000003,480,951,0,851,1.6
2015,1,2,11,30,37.08,4.3,545,979,0,849,1.3
2015,1,2,12,30,33.87,5.300000000000001,546,982,0,848,1
2015,1,2,13,30,32.36,5.7,483,961,0,847,0.5
2015,1,2,14,30,35.25,4.7,364,904,0,847,0.4
2015,1,2,15,30,55.96,2,202,772,0,847,0.7000000000000001
2015,1,2,16,30,54.24,-0.6000000000000001,35,399,0,846,1
2015,1,2,17,30,55.2,-1.8,0,0,7,846,1
2015,1,2,18,30,58.42,-2.6,0,0,4,846,1
2015,1,2,19,30,59.21,-2.9000000000000004,0,0,7,846,1.1
2015,1,2,20,30,58.95,-2.8000000000000003,0,0,6,846,1.2000000000000002
2015,1,2,21,30,57.02,-2.4000000000000004,0,0,7,845,1.6
2015,1,2,22,30,57.01,-2.4000000000000004,0,0,7,845,2
2015,1,2,23,30,59.65,-2.9000000000000004,0,0,6,844,2.3000000000000003
2015,1,3,0,30,61.5,-3.5,0,0,6,843,2.6
2015,1,3,1,30,62.5,-3.9000000000000004,0,0,6,843,2.8000000000000003
2015,1,3,2,30,62.79,-4.3,0,0,7,843,2.8000000000000003
2015,1,3,3,30,61.24,-4.5,0,0,7,842,2.5
2015,1,3,4,30,57.81,-4.2,0,0,8,842,2.2
2015,1,3,5,30,55.800000000000004,-3.8000000000000003,0,0,7,842,2
2015,1,3,6,30,55.24,-3.5,0,0,4,842,1.9000000000000001
2015,1,3,7,30,50.22,-1.8,13,0,4,843,2.2
2015,1,3,8,30,44.79,1.1,191,740,0,843,2.9000000000000004
2015,1,3,9,30,39.26,3.5,352,881,0,844,3.4000000000000004
2015,1,3,10,30,37.09,5,471,942,0,844,3.9000000000000004
2015,1,3,11,30,37.2,5.5,532,956,0,843,4.6000000000000005
2015,1,3,12,30,41.26,5.2,530,935,0,844,5.2
2015,1,3,13,30,49.550000000000004,3.9000000000000004,317,35,4,845,5.5
2015,1,3,14,30,60.46,2.1,131,0,4,847,5.300000000000001
2015,1,3,15,30,70.69,0.1,66,0,4,848,4.7
2015,1,3,16,30,78.45,-1.8,13,0,6,850,4.2
2015,1,3,17,30,80.3,-3.3000000000000003,0,0,4,852,4.3
2015,1,3,18,30,75.84,-4.7,0,0,7,854,4.2
2015,1,3,19,30,70.96000000000001,-5.800000000000001,0,0,4,855,3.6
2015,1,3,20,30,66.49,-6.5,0,0,7,855,3
2015,1,3,21,30,63.67,-7,0,0,4,856,2.6
2015,1,3,22,30,62.95,-7.6000000000000005,0,0,1,856,2.3000000000000003
2015,1,3,23,30,63.71,-8.200000000000001,0,0,1,857,2.1
2015,1,4,0,30,65.06,-8.8,0,0,1,857,1.8
2015,1,4,1,30,66.71000000000001,-9.3,0,0,1,857,1.6
2015,1,4,2,30,68.18,-9.600000000000001,0,0,1,857,1.3
2015,1,4,3,30,69.57000000000001,-9.8,0,0,1,857,1
2015,1,4,4,30,69.62,-9.9,0,0,1,857,0.9
2015,1,4,5,30,69.36,-10,0,0,4,857,0.7000000000000001
2015,1,4,6,30,67.92,-9.8,0,0,8,857,0.5
2015,1,4,7,30,61.32,-8.4,13,0,8,858,0.5
2015,1,4,8,30,52.46,-5.7,39,0,8,858,0.6000000000000001
2015,1,4,9,30,44.51,-2.4000000000000004,356,904,0,858,1
2015,1,4,10,30,35.86,1.1,475,966,1,857,1.9000000000000001
2015,1,4,11,30,30.45,3.8000000000000003,266,1,4,856,2.4000000000000004
2015,1,4,12,30,27.85,5.6000000000000005,198,4,7,856,2.2
2015,1,4,13,30,28.7,6.2,131,0,4,856,1.4000000000000001
2015,1,4,14,30,40.59,5.1000000000000005,359,890,0,856,0.8
2015,1,4,15,30,51.17,2.3000000000000003,200,763,0,857,0.9
2015,1,4,16,30,54.15,-0.4,28,9,8,858,0.8
2015,1,4,17,30,56.4,-1.6,0,0,1,859,0.6000000000000001
