Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,505213,-,-,-,37.97,-104.18,-7,1433,-7,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Relative Humidity,Temperature,GHI,DNI,Cloud Type,Pressure,Wind Speed
2016,1,1,0,30,77.44,-7.9,0,0,4,862,0.9
2016,1,1,1,30,77.9,-8.1,0,0,4,862,1
2016,1,1,2,30,78.24,-8.3,0,0,1,862,1
2016,1,1,3,30,78.98,-8.6,0,0,4,862,1
2016,1,1,4,30,78.71000000000001,-8.8,0,0,1,861,1.1
2016,1,1,5,30,77.53,-8.9,0,0,4,861,1.1
2016,1,1,6,30,73.5,-8.6,0,0,1,861,1.3
2016,1,1,7,30,63.800000000000004,-7.2,12,0,4,861,1.8
2016,1,1,8,30,52.17,-4.3,191,731,1,862,1.7000000000000002
2016,1,1,9,30,43.1,-1.4000000000000001,350,880,0,861,1.2000000000000002
2016,1,1,10,30,37.58,0.9,468,948,0,861,0.9
2016,1,1,11,30,34.49,2.4000000000000004,530,970,0,860,0.8
2016,1,1,12,30,32.49,3.4000000000000004,536,985,0,859,0.5
2016,1,1,13,30,31.76,3.7,474,961,0,858,0.4
2016,1,1,14,30,32.980000000000004,3.2,357,906,0,858,0.30000000000000004
2016,1,1,15,30,47.1,0.9,197,771,0,858,0.4
2016,1,1,16,30,53.050000000000004,-1.3,33,389,1,859,0.5
2016,1,1,17,30,52.01,-1.9000000000000001,0,0,1,859,0.4
2016,1,1,18,30,51.620000000000005,-1.9000000000000001,0,0,1,859,0.9
2016,1,1,19,30,51.730000000000004,-2.2,0,0,1,859,1.5
2016,1,1,20,30,55.92,-2.9000000000000004,0,0,1,859,1.9000000000000001
2016,1,1,21,30,58.050000000000004,-3.6,0,0,1,859,2
2016,1,1,22,30,55.82,-4.1000000000000005,0,0,1,859,2.1
2016,1,1,23,30,52.6,-4.6000000000000005,0,0,1,859,2
2016,1,2,0,30,49.1,-5.1000000000000005,0,0,1,859,1.9000000000000001
2016,1,2,1,30,45.67,-5.4,0,0,4,858,1.9000000000000001
