Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,505213,-,-,-,37.97,-104.18,-7,1433,-7,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Relative Humidity,Temperature,GHI,DNI,Cloud Type,Pressure,Wind Speed
2023,1,1,0,30,73.22,2.4000000000000004,0,0,7,843,1.7000000000000002
2023,1,1,1,30,74.36,2.1,0,0,7,844,1.1
2023,1,1,2,30,76.84,1.5,0,0,7,844,0.7000000000000001
2023,1,1,3,30,79.19,0.9,0,0,7,844,0.5
2023,1,1,4,30,80.55,0.5,0,0,7,845,0.4
2023,1,1,5,30,82.22,0.1,0,0,7,845,0.30000000000000004
2023,1,1,6,30,82.8,0,0,0,7,846,0.30000000000000004
2023,1,1,7,30,76.16,1.2000000000000002,15,1,7,846,0.4
2023,1,1,8,30,66.47,3.4000000000000004,121,59,7,846,0.6000000000000001
2023,1,1,9,30,59.07,5.300000000000001,142,22,6,846,0.6000000000000001
2023,1,1,10,30,52.63,7.2,154,21,6,846,0.4
2023,1,1,11,30,48.99,8.4,217,52,6,845,0.5
2023,1,1,12,30,48.89,8.700000000000001,354,261,7,844,1.1
2023,1,1,13,30,51.78,8.200000000000001,148,11,6,844,1.7000000000000002
2023,1,1,14,30,59,7,143,19,6,843,1.7000000000000002
2023,1,1,15,30,64.91,5.5,55,2,6,844,1.5
2023,1,1,16,30,69.49,4.2,6,0,6,844,1.6
2023,1,1,17,30,72.41,3.5,0,0,6,844,1.7000000000000002
2023,1,1,18,30,76.44,2.8000000000000003,0,0,6,844,1.8
2023,1,1,19,30,79.78,2.3000000000000003,0,0,6,844,1.9000000000000001
2023,1,1,20,30,83.55,1.7000000000000002,0,0,6,843,2.2
2023,1,1,21,30,87.91,1,0,0,6,843,2.6
2023,1,1,22,30,91.74,0.30000000000000004,0,0,6,843,3.1
2023,1,1,23,30,92.96000000000001,-0.2,0,0,7,843,3.3000000000000003
2023,1,2,0,30,92.74,-0.6000000000000001,0,0,6,843,3
2023,1,2,1,30,92.45,-0.9,0,0,6,843,2.5
2023,1,2,2,30,92.78,-1.2000000000000002,0,0,6,842,2.3000000000000003
2023,1,2,3,30,93.46000000000001,-1.5,0,0,6,842,2.2
2023,1,2,4,30,93.82000000000001,-1.7000000000000002,0,0,8,842,2
2023,1,2,5,30,93.86,-1.8,0,0,0,842,1.5
2023,1,2,6,30,92.77,-1.7000000000000002,0,0,0,842,1
2023,1,2,7,30,87.42,-0.9,21,149,0,842,1.1
2023,1,2,8,30,80.22,0.4,9,0,4,842,1.4000000000000001
2023,1,2,9,30,72.16,1.8,36,0,5,842,1.5
2023,1,2,10,30,64.65,3.1,142,13,7,841,1.5
2023,1,2,11,30,59.050000000000004,3.9000000000000004,119,5,7,840,1.6
2023,1,2,12,30,55.77,4.1000000000000005,113,4,7,839,1.6
2023,1,2,13,30,54.27,4,65,1,6,838,1.6
2023,1,2,14,30,55.02,3.5,94,7,7,838,1.8
2023,1,2,15,30,61.5,2,82,25,7,839,1.7000000000000002
2023,1,2,16,30,73.16,0.2,15,0,7,839,1.4000000000000001
2023,1,2,17,30,81.26,-1.2000000000000002,0,0,7,840,1.1
2023,1,2,18,30,86.38,-2,0,0,7,841,0.9
2023,1,2,19,30,88.09,-2.4000000000000004,0,0,4,841,0.6000000000000001
2023,1,2,20,30,86.49,-2.5,0,0,4,841,0.5
2023,1,2,21,30,85.06,-2.7,0,0,4,841,0.6000000000000001
2023,1,2,22,30,83.16,-2.8000000000000003,0,0,4,841,0.8
2023,1,2,23,30,81.57000000000001,-2.9000000000000004,0,0,4,841,1
2023,1,3,0,30,80.44,-3.2,0,0,4,841,1.1
2023,1,3,1,30,79.53,-3.6,0,0,0,842,1.1
2023,1,3,2,30,77.84,-3.9000000000000004,0,0,0,842,1
2023,1,3,3,30,75.65,-4,0,0,0,842,0.9
2023,1,3,4,30,72.49,-3.8000000000000003,0,0,0,842,0.7000000000000001
2023,1,3,5,30,68.60000000000001,-3.4000000000000004,0,0,0,842,0.7000000000000001
2023,1,3,6,30,63.93,-2.8000000000000003,0,0,0,843,0.7000000000000001
2023,1,3,7,30,56.88,-1.3,28,247,0,843,0.8
2023,1,3,8,30,49.51,0.8,185,699,0,844,1.1
2023,1,3,9,30,42.57,2.5,343,851,0,844,1.3
2023,1,3,10,30,38.82,3.8000000000000003,421,675,0,843,1.2000000000000002
2023,1,3,11,30,35.84,4.800000000000001,432,505,8,843,1
2023,1,3,12,30,33.82,5.4,419,387,7,842,0.6000000000000001
2023,1,3,13,30,33.160000000000004,5.5,399,566,7,842,0.4
2023,1,3,14,30,35.49,4.5,187,93,7,842,0.7000000000000001
2023,1,3,15,30,49.14,1.9000000000000001,94,24,7,843,1.2000000000000002
2023,1,3,16,30,58.410000000000004,-0.7000000000000001,15,1,7,844,1.6
2023,1,3,17,30,62.59,-1.9000000000000001,0,0,7,845,1.6
2023,1,3,18,30,66.5,-2.6,0,0,8,846,1.3
2023,1,3,19,30,68.65,-3,0,0,7,846,0.6000000000000001
2023,1,3,20,30,67.71000000000001,-3,0,0,8,846,0.6000000000000001
2023,1,3,21,30,66.99,-3,0,0,0,846,1.4000000000000001
2023,1,3,22,30,65.28,-3.1,0,0,4,846,2.3000000000000003
2023,1,3,23,30,62.34,-3.2,0,0,0,846,3.3000000000000003
2023,1,4,0,30,58.06,-3.2,0,0,0,846,4.1000000000000005
2023,1,4,1,30,54.5,-3.3000000000000003,0,0,0,846,4.3
2023,1,4,2,30,51.49,-3.3000000000000003,0,0,8,846,4.2
2023,1,4,3,30,49.74,-3.3000000000000003,0,0,0,847,4
2023,1,4,4,30,48.300000000000004,-3.1,0,0,7,847,3.8000000000000003
2023,1,4,5,30,48.08,-3,0,0,0,848,3.7
2023,1,4,6,30,46.86,-2.6,0,0,0,848,3.8000000000000003
2023,1,4,7,30,41.550000000000004,-0.8,16,2,5,849,4.3
2023,1,4,8,30,34.61,1.9000000000000001,143,247,4,850,5.2
2023,1,4,9,30,28.35,4.2,353,906,0,850,5.4
2023,1,4,10,30,24.09,5.800000000000001,476,977,0,850,4.800000000000001
2023,1,4,11,30,21.51,6.800000000000001,537,997,0,850,4.2
2023,1,4,12,30,19.85,7.4,536,992,0,850,3.8000000000000003
2023,1,4,13,30,19.400000000000002,7.4,476,969,0,850,3.4000000000000004
2023,1,4,14,30,21.48,6.2,360,911,0,850,2.7
2023,1,4,15,30,34.54,3.6,205,796,0,851,1.8
2023,1,4,16,30,35.89,1,40,405,0,851,1.6
2023,1,4,17,30,37.58,-0.4,0,0,0,852,2
2023,1,4,18,30,41.480000000000004,-1.4000000000000001,0,0,0,853,2.5
2023,1,4,19,30,46.1,-2.4000000000000004,0,0,0,853,2.9000000000000004
